@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z61.9047619-no-replacement

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
2,3,0.333333,0.558824,0.5,1,6,TRUE
1,26,0.902778,0,0.235294,0,0,TRUE
1,6,2,0,0.325,0,0,TRUE
2,6,2,0.931034,0.416667,0,0,TRUE
1,4,2,0,0.6,0,0,TRUE
1,5,2,0,0.3125,0,0,TRUE
1,18,0,0,0.25,0,0,TRUE
2,4,0.75,0.636364,0.44,0,0,TRUE
2,8,0.571429,0.611111,0.375,1,1,TRUE
2,6,0.8,0.9,0.4,0,0,TRUE
2,4,0.791444,0.375,0.226891,1,2,TRUE
1,25,0.428571,0,0.392857,0,0,TRUE
2,6,0.8,0.903226,0.4,0,0,FALSE
2,5,2,0.965517,0.533333,0,0,FALSE
2,5,2,0.862069,0.666667,0,0,FALSE
1,5,0.802542,0,0.33871,0,0,FALSE
4,8,0,0.964286,0.666667,3,3,FALSE
2,6,0.875,0.903226,0.4,0,0,FALSE
1,21,2,0,0.295455,0,0,FALSE
2,10,2,0.903226,0.4,1,2,FALSE
2,2,2,0.888889,0.666667,0,0,FALSE
1,6,1.5,0,0.583333,0,0,FALSE
1,24,1.4375,0,0.5,0,0,FALSE
1,8,2,0,1,0,0,FALSE
