@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z61.9047619-no-replacement

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
1,2,0.933333,0,0.233766,0,0,TRUE
2,6,0,0.6,0.47619,1,2,TRUE
1,44,2,0,0.244048,0,0,TRUE
1,1,2,0,0.875,0,0,TRUE
1,4,2,0,1,0,0,TRUE
3,4,0.555556,0.769231,0.458333,1,1,TRUE
2,16,0.75,0.636364,0.44,0,0,TRUE
1,11,0.826667,0,0.226667,0,0,TRUE
1,11,2,0,0.625,0,0,TRUE
1,2,2,0,1,0,0,TRUE
1,2,0.436364,0,0.395833,0,0,TRUE
1,2,2,0,0,0,0,TRUE
2,2,2,0.5,1,0,0,FALSE
1,16,0.5,0,0.177778,1,1,FALSE
3,2,1.12,0.8125,0.5,1,1,FALSE
2,6,2,0.933333,0.416667,0,0,FALSE
1,16,1,0,0.4,0,0,FALSE
1,6,0,0,0.5,0,0,FALSE
2,6,0.875,0.903226,0.4,0,0,FALSE
2,6,2,0.875,0.75,0,0,FALSE
1,21,2,0,0.295455,0,0,FALSE
2,9,0.8,0.903226,0.4,0,0,FALSE
1,2,2,0,0.555556,0,0,FALSE
4,8,1.5,0.964286,0.666667,3,4,FALSE
