@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z61.9047619-no-replacement

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
3,12,1,0.727273,0.4375,1,1,TRUE
1,2,0,0,0.464286,0,0,TRUE
1,6,0.75,0,0.466667,0,0,TRUE
2,3,2,0.987179,0.666667,1,1,TRUE
3,13,0.929412,0.685185,0.3,1,1,TRUE
1,11,0.701389,0,0.364706,0,0,TRUE
2,10,2,0.931034,0.416667,1,1,TRUE
2,4,0.75,0.636364,0.44,0,0,TRUE
2,12,0.611111,0.84375,0.303571,0,0,TRUE
3,4,0.555556,0.769231,0.458333,1,1,TRUE
1,6,0.625,0,0.466667,0,0,TRUE
1,3,0.611111,0,0.52381,0,0,TRUE
2,9,2,0.903226,0.4,1,2,FALSE
1,2,2,0,1,0,0,FALSE
3,2,1.12,0.8125,0.5,1,1,FALSE
4,8,1.5,0.964286,0.666667,2,4,FALSE
3,10,0.6,0.924528,0.35,3,3,FALSE
3,16,0.722222,0.859649,0.269841,3,3,FALSE
1,61,2,0,0,0,0,FALSE
3,8,1,0.907407,0.5,0,0,FALSE
2,3,2,0.965517,0.533333,0,0,FALSE
1,8,2,0,0.625,0,0,FALSE
1,6,1.5,0,0.583333,0,0,FALSE
2,2,2,0.8,0.666667,0,0,FALSE
