@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z61.9047619-no-replacement

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
1,5,0.804222,0,0.338951,0,0,TRUE
1,4,2,0,0.3125,0,0,TRUE
2,2,2,0.714286,0.666667,1,2,TRUE
1,10,2,0,0.133333,0,0,TRUE
2,10,2,0.931034,0.392857,1,1,TRUE
1,68,0.902821,0,0.176667,1,1,TRUE
2,5,2,0.964286,0.533333,0,0,TRUE
2,10,2,0.931034,0.416667,1,1,TRUE
1,14,0.654545,0,0.246753,0,0,TRUE
3,5,2,0.833333,0.8,2,5,TRUE
2,5,0,0.973684,0.625,0,0,TRUE
2,6,0.166667,0.666667,0.5,0,0,TRUE
1,12,2,0,0.68,0,0,FALSE
2,5,2,0.965517,0.533333,0,0,FALSE
2,6,0.875,0.903226,0.4,0,0,FALSE
3,8,1,0.920455,0.606061,1,2,FALSE
2,2,2,0.5,1,0,0,FALSE
3,10,1.019608,0.6,0.338235,1,2,FALSE
1,61,2,0,0,0,0,FALSE
4,8,1.5,0.964286,0.666667,2,4,FALSE
1,30,2,0,0.666667,0,0,FALSE
3,8,2,0.907407,0.5,2,2,FALSE
1,49,2,0,0.069767,0,0,FALSE
2,2,2,0.888889,0.666667,0,0,FALSE
