@relation Keymind-AA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z143.4782609

@attribute CHGSET_SUM numeric
@attribute AGE numeric
@attribute Size.Next numeric
@attribute Faultiness {TRUE,FALSE}

@data
0,-28,81,TRUE
29,7,47,TRUE
0,-28,81,TRUE
46,9,75,TRUE
9,25,25,TRUE
52,9,9,TRUE
11,7,48,TRUE
0,-25,61,TRUE
23,27,23,TRUE
33,8,32,TRUE
46,9,75,TRUE
46,9,75,TRUE
0,-6,19,TRUE
11,7,48,TRUE
0,-28,81,TRUE
23,27,23,TRUE
0,-7,22,TRUE
11,7,48,TRUE
11,7,48,TRUE
9,25,25,TRUE
0,-25,61,TRUE
46,9,75,TRUE
0,-6,19,TRUE
33,8,32,TRUE
0,-25,61,TRUE
11,7,48,TRUE
33,8,32,TRUE
9,25,25,TRUE
0,-6,19,TRUE
0,-28,81,TRUE
33,8,32,TRUE
0,-7,22,TRUE
29,7,47,TRUE
0,0,57,FALSE
0,-63,44,FALSE
15,7,40,FALSE
0,-20,92,FALSE
0,-16,50,FALSE
0,27,7,FALSE
21,15,9,FALSE
1,44,67,FALSE
0,-44,1279,FALSE
0,-39,140,FALSE
0,-41,35,FALSE
0,-41,35,FALSE
0,-16,50,FALSE
0,45,7,FALSE
21,12,30,FALSE
0,27,7,FALSE
7,45,16,FALSE
21,15,9,FALSE
0,-62,1279,FALSE
0,0,29,FALSE
21,12,30,FALSE
0,-44,1279,FALSE
0,-39,140,FALSE
0,-7,61,FALSE
0,-20,92,FALSE
0,0,29,FALSE
0,-7,61,FALSE
15,7,40,FALSE
0,45,7,FALSE
0,-41,35,FALSE
14,25,20,FALSE
0,-28,29,FALSE
21,12,30,FALSE
