@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z5.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z36.363636-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
9,9,1,4,2,2,31,0,0.666667,14.5,FALSE
8,23,0,3,8,0.5,148,1,0.288889,14.888889,FALSE
5,29,0,5,0,0,176,2,0.6,85.5,FALSE
11,32,0,11,6,0.666667,189,1,0.342857,25.428571,FALSE
8,25,14,7,8,0.714286,157,1,0.375,18.25,FALSE
12,15,13,4,11,0.75,97,3,0.220779,7.272727,FALSE
8,20,0,4,4,0.777778,106,1,0.625,24.75,FALSE
9,15,1,1,4,0.583333,92,1,0.464286,11.571429,FALSE
14,90,519,10,25,0.909091,815,3,0.171429,21.971429,FALSE
24,126,926,8,31,0.883333,1512,1,0.163462,29.44898,TRUE
8,32,9,8,4,0.8,194,1,0.35,30.833333,TRUE
13,97,116,13,16,0.868421,895,0,0.19,42.85,TRUE
2,35,38,0,17,0.631818,617,0,0.293651,27.857143,TRUE
5,22,6,1,6,0.678571,185,0,0.625,21.125,TRUE
128,8,4,1,5,0.25,37,1,0.45,6.2,TRUE
16,42,17,9,10,0.7,291,2,0.287879,25,TRUE
5,11,1,4,1,0.5,41,1,0.75,12.333333,TRUE
31,169,453,28,22,0.869565,2236,2,0.144144,57.236842,TRUE
