@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z5.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z36.363636-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,11,3,1,3,0.6,56,0,0.666667,8,FALSE
6,8,0,0,7,0,89,0,0.428571,11.571429,FALSE
6,41,21,6,7,0.793651,360,0,0.45,34.3,FALSE
0,7,0,0,3,0,19,0,0.666667,5,FALSE
6,22,0,6,4,0.166667,142,0,0.625,34,FALSE
1,0,0,0,0,2,24,0,0,0,FALSE
4,25,14,3,4,0.571429,163,1,0.3,18.875,FALSE
1,4,1,0,3,0.5,14,0,0.666667,3.333333,FALSE
5,13,0,1,5,0,69,0,0.533333,12.6,FALSE
16,78,69,16,10,0.826531,502,0,0.233333,32,TRUE
9,92,129,9,16,0.849817,837,3,0.309091,36.454545,TRUE
8,99,112,3,15,0.802885,1445,8,0.213542,55.76,TRUE
4,12,0,4,4,0.5,54,0,0.75,12,TRUE
7,24,9,4,5,0.8,231,0,0.266667,37.166667,TRUE
11,18,0,10,9,0.583333,78,1,0.161538,4.846154,TRUE
17,83,11,17,9,0.916667,671,2,0.25,58.909091,TRUE
9,62,119,8,24,0.68,437,4,0.317308,15.538462,TRUE
8,32,49,4,12,0.835165,257,0,0.307692,16.857143,TRUE
