@relation ivyA-weka.filters.supervised.instance.Resample-B1.0-S1-Z160.683761

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
4,13,3,60,0,0.666667,FALSE
14,21,3,75,0,0.4,FALSE
15,86,15,570,0.753086,0.17619,FALSE
5,21,0,83,0.968254,0.5,FALSE
29,103,29,1168,0,0.285714,FALSE
41,17,0,148,0,0.407407,FALSE
7,26,7,138,0.890909,0.357143,FALSE
7,36,7,243,0.743902,0.363636,FALSE
2,15,0,95,0,0.727273,FALSE
4,19,3,57,0.714286,0.5,FALSE
5,9,4,40,0.875,0.5,FALSE
5,5,3,24,0.923077,0.6,FALSE
11,40,0,212,0,0.416667,FALSE
17,65,16,440,0.74,0.276786,FALSE
4,4,2,14,0.944444,0.75,FALSE
14,10,3,10,0,0.366667,FALSE
7,26,7,138,0.890909,0.357143,FALSE
9,37,9,190,0.953125,0.625,FALSE
15,52,0,335,0.730769,0.46875,FALSE
2,6,1,35,0,0.5,FALSE
9,39,7,228,0.826087,0.6,FALSE
5,5,4,22,0.933333,0.625,FALSE
14,60,10,515,0,0.166667,FALSE
3,3,0,3,0,0.666667,FALSE
9,51,3,297,0,0.346154,FALSE
14,67,0,483,0.826667,0.145062,FALSE
11,60,9,1007,0,0.333333,FALSE
2,22,0,97,0,0.4,FALSE
26,111,23,957,0,0.3,FALSE
6,38,4,180,0,0.666667,FALSE
4,18,0,53,0.933333,1,FALSE
8,19,4,85,0,0.236111,FALSE
3,20,0,61,0.963768,0.833333,FALSE
2,6,0,21,0,0.5,FALSE
16,16,4,77,0,0.26,FALSE
10,58,4,257,0,0.32,FALSE
15,2,0,2,0,1,FALSE
3,13,2,48,0,0.4,FALSE
6,17,0,107,0,0.4,FALSE
6,25,0,1207,0,0.291667,FALSE
5,41,3,173,0,0.466667,FALSE
6,17,2,112,0,0.25,FALSE
1,22,1,97,0,0.4,FALSE
9,2,1,2,0,0.75,FALSE
5,22,2,100,0,0.416667,FALSE
29,103,29,1168,0,0.285714,FALSE
11,22,0,101,0,0.416667,FALSE
2,15,0,95,0,0.727273,FALSE
