@relation ivyA-weka.filters.supervised.instance.Resample-B1.0-S1-Z160.683761

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
8,8,5,8,0,0.458333,FALSE
11,60,9,1007,0,0.333333,FALSE
7,34,4,217,0,0.202614,FALSE
8,29,3,188,0,0.235714,FALSE
17,28,8,127,0.3,0.25,FALSE
5,9,4,29,0,0.5,FALSE
14,60,10,515,0,0.166667,FALSE
6,10,5,27,0.5,0.5,FALSE
23,83,5,638,0,0.194118,FALSE
9,4,0,32,0,0.75,FALSE
4,1,1,1,0,1,FALSE
47,229,0,2754,0.46988,0.119298,FALSE
16,43,14,143,0,0.181818,FALSE
4,25,2,126,0,0.625,FALSE
4,1,2,1,0,1,FALSE
4,19,3,57,0.714286,0.5,FALSE
9,12,3,40,0,0.428571,FALSE
12,29,5,126,0,0.416667,FALSE
2,18,1,99,0.983871,0.666667,FALSE
13,34,11,152,0.977011,1,FALSE
3,25,0,67,0.938889,0.472222,FALSE
6,9,5,41,0.875,0.466667,FALSE
27,19,2,138,0,0.233333,FALSE
10,4,0,32,0,0.75,FALSE
28,7,2,7,0,1,FALSE
9,37,9,190,0.953125,0.625,FALSE
2,15,0,95,0,0.727273,FALSE
7,26,7,145,0.910448,0.357143,FALSE
12,5,1,24,0,0.5,FALSE
4,1,2,1,0,1,FALSE
7,10,5,38,0.857143,0.466667,FALSE
38,7,0,7,0,0.571429,FALSE
28,37,6,172,0,0.201923,FALSE
2,8,0,21,1,0.666667,FALSE
8,49,8,340,0.826531,0.240741,FALSE
5,6,4,21,0.5,0.5,FALSE
7,1,1,1,0,1,FALSE
8,26,7,127,0,0.314286,FALSE
2,9,0,40,0,0.666667,FALSE
4,13,0,41,0.8125,0.583333,FALSE
4,18,0,53,0.933333,1,FALSE
19,84,0,685,0.672414,0.166667,FALSE
14,69,13,436,0.701149,0.296296,FALSE
2,13,1,86,0,0.571429,FALSE
4,11,0,28,0.968504,0.6,FALSE
2,13,1,86,0,0.571429,FALSE
9,2,1,2,0,0.75,FALSE
4,19,3,57,0.75,0.5,FALSE
28,7,2,7,0,1,FALSE
5,14,0,43,0.636364,0.666667,FALSE
16,59,15,354,0.752941,0.162879,FALSE
11,39,0,217,0.735849,0.222222,FALSE
9,40,7,286,0.606061,0.5,FALSE
22,1,0,1,0,1,FALSE
28,37,6,172,0,0.201923,FALSE
16,59,15,354,0.752941,0.162879,FALSE
2,16,2,88,0,0.433333,FALSE
7,8,0,34,0,0.777778,FALSE
33,78,13,394,0,0.150997,FALSE
9,4,0,4,0,0.75,FALSE
1,4,0,14,0,0.666667,FALSE
7,23,7,121,0.847222,0.708333,FALSE
5,21,0,83,0.968254,0.5,FALSE
7,10,5,38,0.857143,0.466667,FALSE
15,15,3,57,0,0.272727,FALSE
4,13,3,60,0,0.666667,FALSE
8,49,8,340,0.826531,0.240741,FALSE
6,17,0,107,0,0.4,FALSE
14,20,4,127,0,0.26,FALSE
6,9,5,41,0.875,0.466667,FALSE
4,21,0,144,0.636364,0.533333,FALSE
7,22,2,141,0,0.184524,FALSE
3,7,1,36,0,0.444444,FALSE
27,19,2,138,0,0.233333,FALSE
12,79,11,785,0.660714,0.227778,FALSE
12,5,1,24,0,0.5,FALSE
5,6,4,21,0.5,0.5,FALSE
52,8,3,8,0,1,FALSE
12,26,3,242,0.545455,0.222222,FALSE
6,1,1,1,0,1,FALSE
27,6,2,6,0,0.541667,FALSE
3,6,3,24,0,0.466667,FALSE
8,32,8,134,0.755102,0.192308,FALSE
3,7,1,36,0,0.444444,FALSE
11,40,0,212,0,0.416667,FALSE
5,14,0,43,0.636364,0.666667,FALSE
4,4,1,16,0,0.666667,FALSE
15,86,15,570,0.753086,0.17619,FALSE
6,32,6,221,0.461538,0.4,FALSE
6,15,3,48,1,0.5,FALSE
5,9,4,40,0.875,0.5,FALSE
11,11,0,41,0,0.466667,FALSE
3,8,0,51,0,0.535714,FALSE
1,7,0,34,0,0.555556,FALSE
12,102,12,782,0.753086,0.178571,FALSE
10,36,10,166,0.454545,0.377778,FALSE
5,9,4,29,0,0.5,FALSE
8,32,8,134,0.755102,0.192308,FALSE
4,44,2,208,0,0.5625,FALSE
13,30,10,149,0,0.5,FALSE
7,29,4,213,0.413793,0.233333,FALSE
10,63,8,1034,0,0.285714,FALSE
2,9,0,40,0,0.666667,FALSE
17,28,8,127,0.3,0.25,FALSE
22,1,0,1,0,1,FALSE
7,29,4,213,0.413793,0.233333,FALSE
7,26,7,172,0.802632,0.71875,FALSE
3,25,0,67,0.938889,0.472222,FALSE
28,7,2,7,0,1,FALSE
19,84,0,685,0.672414,0.166667,FALSE
9,2,1,2,0,0.75,FALSE
6,22,1,145,0,0.541667,FALSE
10,27,0,198,0,0.71875,FALSE
8,40,0,338,0.6,0.48,FALSE
5,9,4,29,0,0.5,FALSE
9,15,6,67,0,0.65,FALSE
9,23,8,125,0,0.444444,FALSE
7,30,6,189,0.703704,0.55,FALSE
3,5,2,15,1,1,FALSE
2,12,1,53,0,0.7,FALSE
12,102,12,782,0.753086,0.178571,FALSE
15,52,0,335,0.730769,0.46875,FALSE
10,58,4,257,0,0.32,FALSE
4,21,0,144,0.636364,0.533333,FALSE
8,2,1,2,0,0.666667,FALSE
11,17,3,77,0,0.333333,FALSE
7,70,6,1102,0,0.320313,FALSE
4,13,0,43,0,0.761905,FALSE
8,7,7,37,0.933333,0.6,FALSE
20,83,0,926,0,0.226337,FALSE
15,78,15,408,0.753846,0.254902,FALSE
3,19,2,67,0,0.318182,FALSE
1,7,0,34,0,0.555556,FALSE
4,11,0,28,0.968504,0.6,FALSE
7,12,3,40,0,0.428571,FALSE
6,15,3,48,1,0.5,FALSE
2,20,0,67,0.910448,0.571429,FALSE
2,19,1,97,0,0.285714,FALSE
6,10,5,27,0.714286,0.5,FALSE
8,15,6,67,0,0.65,FALSE
4,4,0,20,0,0.666667,FALSE
10,2,1,2,0,0.666667,FALSE
14,60,10,515,0,0.166667,FALSE
6,6,1,32,0,0.466667,FALSE
6,11,4,42,0,0.6,FALSE
2,6,1,20,0,0.5,FALSE
9,8,2,30,0,0.466667,FALSE
4,1,2,1,0,1,FALSE
6,11,2,41,0,0.466667,FALSE
10,41,10,214,0.5,0.4,FALSE
2,22,0,97,0,0.4,FALSE
19,84,0,685,0.672414,0.166667,FALSE
4,1,1,1,0,1,FALSE
5,6,4,21,0.5,0.5,FALSE
3,6,2,48,0.833333,0.666667,FALSE
5,8,0,20,1,0.666667,FALSE
4,2,1,4,0,0.666667,FALSE
3,2,3,9,1,1,FALSE
4,18,0,53,0.933333,1,FALSE
8,1,2,1,0,1,FALSE
7,26,7,172,0.802632,0.71875,FALSE
15,78,15,408,0.753846,0.254902,FALSE
9,37,9,190,0.953125,0.625,FALSE
5,9,0,34,0,0.5,FALSE
10,63,8,1034,0,0.285714,FALSE
4,9,1,31,0.75,0.5,FALSE
15,2,0,2,0,1,FALSE
8,40,0,338,0.6,0.48,FALSE
9,2,0,2,0,1,FALSE
6,11,2,41,0,0.466667,FALSE
4,4,2,14,0.944444,0.75,FALSE
11,2,1,2,0,0.75,FALSE
7,34,4,217,0,0.202614,FALSE
2,15,0,95,0,0.727273,FALSE
3,4,1,16,0,0.666667,FALSE
3,6,3,24,0,0.466667,FALSE
11,40,0,212,0,0.416667,FALSE
4,18,0,53,0.933333,1,FALSE
15,78,15,413,0.792208,0.254902,FALSE
