@relation ivyA-weka.filters.supervised.instance.Resample-B1.0-S1-Z160.683761

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
9,12,3,40,0,0.428571,FALSE
13,12,2,20,0,0.52,FALSE
3,8,0,51,0,0.535714,FALSE
4,1,1,1,0,1,FALSE
14,3,1,3,0,1,FALSE
6,10,5,27,0.5,0.5,FALSE
3,34,3,191,0.835616,0.487179,FALSE
26,8,3,8,0,1,FALSE
8,15,7,78,0.875,0.444444,FALSE
5,5,4,22,0.933333,0.625,FALSE
16,81,0,504,0.683673,0.3,FALSE
2,12,1,53,0,0.7,FALSE
8,32,8,134,0.755102,0.192308,FALSE
20,71,20,476,0.631579,0.296296,FALSE
3,7,0,17,0.985185,1,FALSE
16,38,0,159,0.981132,1,FALSE
6,14,4,60,0.75,0.333333,FALSE
1,22,1,97,0,0.4,FALSE
15,34,14,326,0,0.6,FALSE
4,11,1,60,0,0.481481,FALSE
9,2,0,2,0,1,FALSE
12,21,3,75,0,0.4,FALSE
6,10,5,27,0.714286,0.5,FALSE
2,12,1,53,0,0.7,FALSE
8,3,0,14,0.8,0.625,FALSE
8,1,0,1,0,1,FALSE
8,36,6,214,0,0.25,FALSE
9,9,9,27,0.961538,0.666667,FALSE
2,22,0,97,0,0.4,FALSE
14,35,4,204,0.388889,0.282051,FALSE
11,24,4,107,0,0.393939,FALSE
13,34,11,152,0.977011,1,FALSE
3,6,2,26,0,0.666667,FALSE
6,19,2,67,0,0.318182,FALSE
5,14,4,56,0,0.314286,FALSE
10,63,8,1034,0,0.285714,FALSE
5,5,4,22,0.933333,0.625,FALSE
2,22,1,97,0,0.4,FALSE
27,19,2,138,0,0.233333,FALSE
4,11,1,60,0,0.481481,FALSE
6,17,2,112,0,0.25,FALSE
4,21,0,68,0,0.340909,FALSE
3,6,2,48,0.833333,0.666667,FALSE
10,48,9,489,0,0.314286,FALSE
14,35,4,204,0.388889,0.282051,FALSE
4,1,1,1,0,1,FALSE
14,103,14,642,0.592233,0.372093,FALSE
16,52,0,336,0.740741,0.46875,FALSE
10,74,9,608,0.889474,0.233766,FALSE
6,14,4,60,0.75,0.333333,FALSE
2,22,1,97,0,0.4,FALSE
4,18,0,78,0.97619,0.625,FALSE
15,138,0,1573,0.267606,0.205451,FALSE
8,15,7,78,0.875,0.444444,FALSE
8,3,0,14,0.8,0.625,FALSE
6,17,2,112,0,0.25,FALSE
6,17,2,112,0,0.25,FALSE
10,4,1,20,0,0.555556,FALSE
5,8,0,51,0,0.535714,FALSE
10,58,4,257,0,0.32,FALSE
2,17,2,103,0,0.466667,FALSE
33,78,13,394,0,0.150997,FALSE
2,9,0,40,0,0.666667,FALSE
8,20,6,155,0,0.444444,FALSE
6,13,3,55,0,0.458333,FALSE
3,4,1,16,0,0.666667,FALSE
4,21,0,68,0,0.340909,FALSE
4,2,0,2,0,0.666667,FALSE
15,86,15,660,0.663043,0.35,FALSE
10,51,9,205,0,0.28125,FALSE
19,113,11,1006,0,0.141608,FALSE
6,4,3,8,0,0.625,FALSE
4,16,2,79,0,0.466667,FALSE
21,6,5,6,0,0.37037,FALSE
8,31,8,108,0.956044,0.466667,FALSE
7,8,3,34,0,0.8,FALSE
8,9,4,29,0,0.5,FALSE
5,13,2,76,0.6,0.458333,FALSE
4,16,2,79,0,0.466667,FALSE
8,20,0,155,0,0.444444,FALSE
9,37,9,190,0.953125,0.625,FALSE
15,52,0,335,0.730769,0.46875,FALSE
8,8,5,8,0,0.458333,FALSE
9,21,5,150,0.473684,0.316667,FALSE
