@relation propA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N100-F100-weka.filters.supervised.instance.Resample-B1.0-S1-Z23.75809935-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ca numeric
@attribute ce numeric
@attribute loc numeric
@attribute dam numeric
@attribute mfa numeric
@attribute cam numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
19,21,1,18,92,0,0.875,0.625,45,1,0.5,FALSE
14,28,3,14,210,0.5,0.836735,1,21.444444,2,1,FALSE
3,18,0,3,77,0,0.945205,1,14.4,1,0.8,FALSE
4,9,1,3,31,0,0,0.333333,9,2,1,FALSE
4,9,2,2,28,1,0.962963,0.65,4.4,1,0.2,FALSE
4,3,0,4,5,0,0,0.625,1.5,1,0.5,FALSE
23,54,2,21,246,0,0.977778,0.555556,59.75,1,0.5,FALSE
66,149,6,60,2637,0.684211,0,0.18797,129.9,6,1.4,FALSE
9,37,0,9,144,0,0,0.5,34.75,7,3.25,FALSE
23,30,1,22,204,0,0.857143,0.625,100.5,1,0.5,FALSE
11,29,3,8,160,0.666667,0,0.24,25.166667,3,1.1667,FALSE
5,28,1,4,136,0.666667,0,0.5625,25.6,3,0.8,FALSE
0,0,0,0,3,0,0,0,0,0,0,FALSE
10,19,5,5,74,0.75,0,0.28,6,1,0.9,FALSE
5,18,0,5,85,1,0.866667,0.555556,19.5,6,2.5,FALSE
73,7,68,5,7,0,0,0.380952,0,1,1,FALSE
17,27,8,9,294,0.5,0,0.5,57.4,9,2.6,FALSE
3,1,1,2,1,0,0,1,0,1,1,FALSE
3,19,0,3,81,0.5,0,0.5,25.333333,1,0.3333,FALSE
12,20,0,12,84,0,0.875,0.625,40.5,5,2.5,FALSE
14,16,0,14,61,0,0.875,0.625,29.5,4,2,FALSE
16,38,1,15,163,0,0.965517,0.555556,39,1,0.5,FALSE
80,230,5,75,2125,0.333333,0.241379,0.251553,86.291667,18,2.9583,FALSE
9,13,0,9,43,0,0.913043,0.555556,9,1,0.5,FALSE
30,33,0,30,180,0,0.916667,0.625,89,1,0.5,FALSE
29,41,1,28,165,0,0.960784,0.555556,39.5,1,0.5,FALSE
12,38,0,12,256,0.4,0.928571,0.75,82.666667,14,4.6667,FALSE
6,10,1,5,27,1,0,0.666667,12,1,0.5,FALSE
2,7,0,2,36,0,0,0.5,17,1,0.5,FALSE
13,23,2,11,78,0,0.963636,0.555556,17.75,1,0.5,FALSE
15,14,0,15,115,0,0.875,0.625,56.5,6,3,FALSE
12,22,0,12,109,1,0.875,0.833333,26,2,0.75,FALSE
47,88,5,42,621,0,0.8,0.766667,55.090909,2,0.9091,FALSE
9,16,0,9,72,0.5,0.857143,0.666667,22.333333,4,1.3333,FALSE
4,2,3,1,2,0,0,1,0,1,1,FALSE
18,21,0,18,89,0,0.875,0.666667,16.2,1,0.6,FALSE
30,27,1,29,127,0,0.857143,0.625,61.5,1,0.5,FALSE
16,36,4,12,210,0.875,0.44,0.293333,12.466667,6,1.2667,FALSE
13,17,0,13,58,0,0.88,0.666667,10,1,0.6,FALSE
13,14,0,13,45,0,0.875,0.666667,7.6,1,0.6,FALSE
20,52,2,20,308,0.5,0.833333,0.34375,60.2,13,3.6,FALSE
4,8,3,1,27,1,1,0.7,5.5,0,0,FALSE
10,12,0,10,38,0,0.875,0.666667,6.2,1,0.6,FALSE
7,18,0,7,66,0.5,0.857143,0.666667,20.333333,3,1,FALSE
6,9,0,6,27,0,0.875,0.666667,12.5,2,1,FALSE
7,7,0,7,19,0,0.947368,0.666667,8.5,1,0.5,FALSE
1,1,0,1,1,0,0,1,0,1,1,FALSE
19,16,1,18,76,0,0.8,0.666667,37,1,0.5,FALSE
14,108,7,10,1044,0.923077,0.204082,0.178125,24.146341,3,1.3415,FALSE
35,65,5,30,361,0,0.809524,0.740741,34.7,2,0.9,FALSE
16,18,1,15,69,0,0.84,0.44,10,1,0.6667,FALSE
1,5,0,1,17,0,0,0,12,0,0,FALSE
8,4,5,3,4,0,0,0.4,0,1,1,FALSE
4,6,0,4,25,1,0.933333,0.75,11,4,2,FALSE
8,98,1,7,480,0.931034,0,0.216216,11.189189,9,1.3784,TRUE
11,24,0,11,70,0,0,0.666667,34,3,1.5,TRUE
32,66,7,25,434,0,0.873016,0.444444,42.2,4,1.1,TRUE
0,0,0,0,144,0,0,0,0,0,0,TRUE
2,4,1,1,4,0,0,0.4375,0,1,1,TRUE
14,31,0,14,181,1,0.846154,0.466667,58,4,1.6667,TRUE
37,81,5,33,401,0.555556,0.865079,0.1875,20.777778,5,1.7222,TRUE
8,40,2,6,719,0.833333,0,0.493333,43.1875,5,2.0625,TRUE
27,41,0,27,284,0,0.906977,0.65,54.8,6,3.4,TRUE
15,12,0,15,62,0,0,0.47619,19.666667,2,1,TRUE
19,69,0,19,570,0.875,0.78,0.277778,42.230769,20,2.9231,TRUE
11,17,1,10,61,0,0.8,0.666667,29,4,2,TRUE
51,7,43,8,7,0,0,0.446429,0,1,1,TRUE
20,32,2,18,114,0,0,0.666667,27.5,1,0.75,TRUE
15,15,8,7,48,0,0.75,0.625,10.75,4,1.25,TRUE
48,84,0,48,755,1,0.875,0.666667,187.25,20,5.25,TRUE
29,56,0,29,219,0,0.875,0.666667,107.5,9,4.5,TRUE
27,53,2,25,370,0.4,0.780488,0.35,31.727273,7,2.1818,TRUE
0,5,0,0,21,0,0,0,12,0,0,TRUE
0,5,0,0,32,0,0,0,12,0,0,TRUE
50,79,0,50,484,0.111111,0.844444,0.354167,51.777778,18,3.7778,TRUE
29,101,1,28,1309,0.8,0,0.178571,60.142857,15,3.2381,TRUE
5,6,0,5,26,0,0.875,0.666667,12,2,1,TRUE
