@relation luceneA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z107.6923077

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,12,3,4,5,0,FALSE
8,19,0,1,8,0,FALSE
10,38,0,4,9,1,FALSE
5,15,0,2,5,1,FALSE
3,10,1,2,3,1,FALSE
11,20,15,4,9,1,FALSE
7,27,1,8,6,1,FALSE
4,7,6,2,1,0,FALSE
4,8,4,2,2,1,FALSE
9,10,2,0,8,0.666667,FALSE
5,18,0,1,5,0,FALSE
11,20,15,4,9,1,FALSE
4,7,6,2,1,0,FALSE
6,12,3,4,5,0,FALSE
3,10,1,2,3,1,FALSE
9,27,0,7,9,1,FALSE
5,6,0,0,0,0,FALSE
3,10,1,2,3,1,FALSE
5,7,10,6,4,0,FALSE
6,7,15,3,0,0,FALSE
5,15,0,2,5,1,FALSE
8,19,0,1,8,0,FALSE
4,8,4,2,2,1,FALSE
6,7,15,3,0,0,FALSE
9,10,2,0,8,0.666667,FALSE
14,25,3,1,13,0,FALSE
3,10,1,2,3,1,FALSE
14,25,3,1,13,0,FALSE
2,2,1,0,2,0,TRUE
14,19,79,1,11,1,TRUE
7,21,0,6,5,0.666667,TRUE
10,21,0,3,1,1,TRUE
10,21,0,3,1,1,TRUE
14,38,0,6,11,1,TRUE
14,38,0,6,11,1,TRUE
6,17,3,3,4,1,TRUE
9,36,8,7,0,1,TRUE
7,21,0,6,5,0.666667,TRUE
3,4,0,1,3,0.333333,TRUE
14,38,43,7,14,1,TRUE
9,36,8,7,0,1,TRUE
5,18,0,15,4,0,TRUE
10,21,0,3,1,1,TRUE
15,50,0,18,13,1,TRUE
8,22,0,6,6,1,TRUE
5,18,4,3,4,1,TRUE
7,21,0,6,5,0.666667,TRUE
5,18,0,1,4,0.4,TRUE
3,16,3,3,3,0,TRUE
6,17,3,3,4,1,TRUE
12,12,66,0,12,0,TRUE
3,13,3,3,3,0,TRUE
17,42,0,10,15,0.333333,TRUE
17,42,0,10,15,0.333333,TRUE
9,36,8,7,0,1,TRUE
12,29,0,12,12,1,TRUE
