@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,28,87,1,1,0.9444,FALSE
9,44,5,9,0.75,3.4286,FALSE
13,60,12,10,0,5.125,FALSE
10,33,28,10,0.666667,1.2222,FALSE
10,23,1,8,0,5.5,FALSE
9,36,11,7,0.833333,1.9,FALSE
71,48,1128,10,0,1,FALSE
18,44,781,0,1,0.9767,FALSE
4,2,1,2,0,1,FALSE
11,25,3,11,0,4.3333,FALSE
1,8,0,0,1,1.4286,FALSE
11,28,8,10,1,1.8,FALSE
10,1,0,1,0,1,FALSE
24,18,10,7,1,1.4,FALSE
7,15,3,7,0,1.3333,FALSE
5,15,1,3,0,1,FALSE
11,24,6,11,1,1.75,FALSE
7,4,6,1,0,1,FALSE
5,9,4,5,1,0.5,FALSE
10,28,9,9,0.5,0.6667,FALSE
5,9,4,5,1,0.5,FALSE
11,45,22,11,1,0.7778,FALSE
10,23,13,10,0.333333,1.1667,FALSE
6,7,0,3,1,1.6667,FALSE
56,47,1081,9,0,1,FALSE
11,65,41,11,1,2.7273,FALSE
11,26,4,11,1,2.75,FALSE
4,2,1,2,0,1,FALSE
12,29,2,12,1,2.25,FALSE
16,55,14,12,1,3,FALSE
2,4,0,0,1,0.6667,FALSE
7,2,1,2,0,1,FALSE
16,46,87,12,1,1.5,TRUE
34,52,60,12,1,2.8125,TRUE
7,19,4,7,1,1.5,TRUE
30,103,48,28,0.833333,4.0625,TRUE
20,25,2,20,1,2.25,TRUE
17,57,2,16,1,7.75,TRUE
13,26,0,6,1,1.4,TRUE
26,77,99,26,1,2.6,TRUE
39,96,30,38,1,2.3333,TRUE
6,6,3,5,0,0.3333,TRUE
