@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
17,68,43,15,0.777778,1.8,TRUE
31,107,104,29,0.833333,3.5,TRUE
15,14,1,10,0,3.5,TRUE
29,64,38,28,1,2.0833,TRUE
9,49,4,7,1,3,TRUE
14,65,20,13,1,5.875,TRUE
11,28,6,11,0.666667,3.2,TRUE
34,52,60,12,1,2.8125,TRUE
15,38,7,14,0.666667,4,TRUE
14,14,1,10,0,3.5,FALSE
11,6,15,1,0,1,FALSE
10,16,3,10,0,1.6667,FALSE
2,22,231,0,0,1,FALSE
4,3,3,2,0,1,FALSE
8,14,3,8,0,1.3333,FALSE
7,15,3,7,0,1.3333,FALSE
23,54,76,13,0.888889,2.2353,FALSE
11,24,4,8,0,4.25,FALSE
8,8,4,7,1,0.75,FALSE
11,26,4,11,1,2.75,FALSE
8,4,6,2,0,1,FALSE
34,136,1269,28,0.925926,1.3704,FALSE
7,4,6,1,0,1,FALSE
0,2,0,0,0,0,FALSE
10,29,0,8,1,2.125,FALSE
5,9,4,5,1,0.5,FALSE
12,25,4,9,0.666667,2,FALSE
12,31,13,12,0.333333,1.6667,FALSE
5,15,1,3,0,1,FALSE
17,88,56,15,0.909091,2.125,FALSE
10,20,13,10,0.8,0.6667,FALSE
11,24,3,11,0,3,FALSE
9,22,3,9,0,4,FALSE
16,50,59,15,0.875,1.0667,FALSE
13,32,0,6,0.666667,0.9,FALSE
14,35,13,14,0.333333,1.5,FALSE
20,59,2,20,0.75,0.6,FALSE
14,68,28,13,0.666667,5.2222,FALSE
2,28,87,1,1,0.9444,FALSE
22,33,7,5,1,2.3333,FALSE
11,16,1,6,0,2.5,FALSE
33,10,45,5,0,1,FALSE
