@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z152.3809524

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,8,1,4,0,1.5,FALSE
7,15,3,7,0,1.3333,FALSE
15,32,9,14,0.777778,2.8333,FALSE
0,2,0,0,0,0,FALSE
7,15,3,7,0,1.3333,FALSE
46,7,21,1,0,1,FALSE
46,7,21,1,0,1,FALSE
5,2,1,2,0,1,FALSE
11,3,0,3,0,0,FALSE
18,15,1,15,0,3.5,FALSE
6,7,0,3,1,1.6667,FALSE
1,8,0,0,1,1.4286,FALSE
10,8,28,3,0,1,FALSE
8,18,0,6,1,3,FALSE
8,18,0,6,1,3,FALSE
8,24,3,8,0,2.6667,FALSE
15,32,9,14,0.777778,2.8333,FALSE
9,2,1,1,0,1,FALSE
46,7,21,1,0,1,FALSE
15,32,9,14,0.777778,2.8333,FALSE
2,1,0,0,0,1,FALSE
8,18,0,6,1,3,FALSE
8,18,0,6,1,3,FALSE
15,21,4,8,0.5,1,FALSE
18,70,143,17,0,2.2174,FALSE
7,13,3,7,0,1.3333,FALSE
2,22,231,0,0,1,FALSE
12,32,0,10,1,2,FALSE
8,18,0,6,1,3,FALSE
18,15,1,15,0,3.5,FALSE
6,7,0,3,1,1.6667,FALSE
7,15,3,7,0,1.3333,FALSE
31,96,28,27,0,2.875,TRUE
35,101,3,33,1,1.6667,TRUE
9,27,3,9,0,2.6667,TRUE
15,1,0,3,0,1,TRUE
9,27,3,9,0,2.6667,TRUE
16,46,87,12,1,1.5,TRUE
23,33,7,5,1,2.3333,TRUE
23,33,7,5,1,2.3333,TRUE
10,36,2,10,1,4.5,TRUE
15,1,0,3,0,1,TRUE
16,46,87,12,1,1.5,TRUE
31,96,28,27,0,2.875,TRUE
23,33,7,5,1,2.3333,TRUE
15,1,0,3,0,1,TRUE
35,101,3,33,1,1.6667,TRUE
7,19,4,7,1,1.5,TRUE
17,68,43,15,0.777778,1.8,TRUE
9,27,3,9,0,2.6667,TRUE
31,96,28,27,0,2.875,TRUE
7,19,4,7,1,1.5,TRUE
9,27,3,9,0,2.6667,TRUE
16,46,87,12,1,1.5,TRUE
17,68,43,15,0.777778,1.8,TRUE
23,33,7,5,1,2.3333,TRUE
9,27,3,9,0,2.6667,TRUE
16,46,87,12,1,1.5,TRUE
15,1,0,3,0,1,TRUE
9,27,3,9,0,2.6667,TRUE
71,45,13,21,1,2.1667,TRUE
15,1,0,3,0,1,TRUE
16,46,87,12,1,1.5,TRUE
7,19,4,7,1,1.5,TRUE
