@relation propA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N100-F100-weka.filters.supervised.instance.Resample-B1.0-S1-Z23.75809935-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ca numeric
@attribute ce numeric
@attribute loc numeric
@attribute dam numeric
@attribute mfa numeric
@attribute cam numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
7,4,3,4,12,0,0.857143,0.666667,5,1,0.5,FALSE
15,29,2,13,109,0,0.96,0.555556,25.5,1,0.5,FALSE
5,31,0,5,153,0.5,0.961538,0.555556,36.75,12,3.25,FALSE
9,10,0,9,28,0,0.916667,0.555556,5.5,1,0.5,FALSE
5,10,1,4,34,0,1,1,33,0,0,FALSE
18,18,0,18,112,0,0.8,0.666667,55,1,0.5,FALSE
8,11,0,8,51,0,0,0.666667,24.5,3,1.5,FALSE
2,9,0,2,32,0,0.969231,1,6.25,1,0.5,FALSE
4,30,0,4,217,0.714286,0.918919,0.5,41,2,0.8,FALSE
27,38,0,27,154,0,0.827586,0.4,20.571429,3,1,FALSE
11,23,1,11,115,0.666667,0,1,11.111111,2,1,FALSE
16,18,1,15,64,0,0.884615,0.666667,11.2,1,0.6,FALSE
0,5,0,0,41,0,0,0,12,0,0,FALSE
9,10,0,9,28,0,0.913043,0.555556,5.5,1,0.5,FALSE
2,5,0,2,21,0,0,0.75,9.5,1,0.5,FALSE
4,1,0,4,1,0,0,1,0,1,1,FALSE
3,6,1,2,39,1,0.962963,0.625,8.25,1,0.25,FALSE
5,10,3,2,10,0,0,0.6,0,1,1,FALSE
7,12,0,7,29,0,0,0.777778,8.666667,1,0.6667,FALSE
21,45,0,21,196,0.285714,0.871795,0.5,26,6,1.4286,FALSE
9,13,0,9,43,0,0.923077,0.555556,9,1,0.5,FALSE
12,23,0,12,81,0,0.980392,1,39.5,4,2,FALSE
17,15,0,17,62,0,0.875,0.625,30,1,0.5,FALSE
15,27,3,12,131,0,0.958333,0.5,20.333333,1,0.6667,FALSE
5,1,4,1,1,0,0,1,0,1,1,FALSE
19,117,7,15,551,0.888889,0.983631,0.3125,40.692308,7,1.7692,FALSE
17,20,0,17,73,0,0.884615,0.666667,13,1,0.6,FALSE
27,40,3,24,253,0,0.957447,0.733333,40.666667,1,0.6667,FALSE
10,10,1,9,35,0,0.875,0.666667,16.5,3,1.5,FALSE
11,4,7,4,8,0,0.954545,0.666667,3,1,0.5,FALSE
5,39,0,5,341,0.75,0.942857,0.466667,82.25,9,2.5,FALSE
0,5,0,0,17,0,0,0,12,0,0,FALSE
119,10,111,8,36,0,0.666667,0.583333,7.5,1,0.5,FALSE
16,17,3,13,64,0,0.875,0.625,31,6,3,FALSE
5,6,0,5,15,0,0.571429,0.5625,2.75,1,0.75,FALSE
6,9,4,2,28,1,0.962963,0.65,4.4,1,0.2,FALSE
11,23,1,10,188,0,0.977778,0.555556,45.25,1,0.5,FALSE
1,5,0,1,17,0,0,0,12,0,0,FALSE
26,38,4,22,189,0,0.923077,0.733333,30,1,0.6667,FALSE
14,2,12,2,2,0,0,0.875,0,1,1,FALSE
18,36,0,18,132,0,0.848485,0.555556,17.428571,1,0.7143,FALSE
20,21,1,19,90,0,0.857143,0.625,44,1,0.5,FALSE
7,8,0,7,23,0,0.857143,0.625,10.5,1,0.5,FALSE
25,61,2,23,421,0,0,0.3,69,12,5.3333,FALSE
18,30,0,18,91,0,0.903226,0.583333,21.75,1,0.75,FALSE
1,4,0,1,10,0,0,1,2.333333,1,0.6667,FALSE
14,17,2,12,68,0,0.884615,0.666667,12,1,0.6,FALSE
6,11,0,6,42,0,0.857143,0.625,20,3,1.5,FALSE
5,26,1,4,128,1,0.901961,0.444444,20,3,1.1667,FALSE
46,111,0,46,1134,0.2,0.764706,0.366667,185.5,15,3,FALSE
7,10,0,7,38,0,0.875,0.6,18,3,1.5,FALSE
6,12,0,6,40,0.5,0,0.666667,11.666667,1,0.3333,FALSE
7,6,6,1,42,0.037037,0.666667,0.666667,6.5,1,0.5,FALSE
14,38,1,13,144,0.5,0.708333,0.625,14.777778,5,1.7778,FALSE
12,29,6,6,46,0,0,0.17931,0,1,1,TRUE
8,23,0,8,174,1,0.866667,0.371429,23,5,2.2857,TRUE
79,215,15,66,2101,0.571429,0,0.255682,62.454545,54,3.8485,TRUE
0,5,0,0,23,0,0,0,12,0,0,TRUE
122,114,92,30,1398,0.333333,0,0.136364,40.029412,13,4.1765,TRUE
24,52,0,24,199,0.333333,0.5,0.75,64.333333,4,1.3333,TRUE
56,129,0,56,1720,0,0.425,0.158333,70.583333,9,2.2917,TRUE
18,11,12,6,11,0,0,0.281818,0,1,1,TRUE
50,86,3,47,765,0.6,0,0.285714,125.666667,9,3.1667,TRUE
1,5,0,1,79,0,0,0,12,0,0,TRUE
17,27,6,11,141,0,0.924528,0.6,22,1,0.6667,TRUE
13,12,0,13,39,0,0.875,0.625,18.5,4,2,TRUE
16,25,5,11,106,0,0.960784,0.555556,24.75,1,0.5,TRUE
0,5,0,0,18,0,0,0,12,0,0,TRUE
85,152,45,40,1401,0.055556,0,0.151786,32.731707,12,2.2439,TRUE
6,6,2,4,10,0,0.909091,0.75,4,1,0.5,TRUE
26,60,0,26,405,0.111111,0.777778,0.45,78.2,7,3,TRUE
11,17,0,11,60,0,0.88,0.5,10.4,1,0.6,TRUE
12,75,1,11,452,0.4,0.769231,0.366667,43.7,17,4,TRUE
45,133,4,41,1276,1,0,0.098667,50,11,4.04,TRUE
3,7,0,3,66,0,0.913043,0.555556,21,1,0.6667,TRUE
18,30,0,18,131,0,0.625,0.428571,31.25,1,0.75,TRUE
30,40,1,29,151,0,0.960784,0.555556,36,1,0.5,TRUE
22,52,0,22,666,0.5,0.857143,0.666667,220.333333,53,17.6667,TRUE
19,21,0,19,80,0,0.666667,0.466667,25.666667,5,2,TRUE
8,18,1,7,68,1,0.938776,0.392857,15.75,1,0.75,TRUE
5,5,0,5,24,0,0.666667,0.75,11,4,2,TRUE
27,35,24,3,301,1,0.314286,0.24,10.64,4,1.2,TRUE
29,69,4,25,551,0,0.738095,0.861111,41.230769,1,0.8462,TRUE
6,9,0,6,18,0,0.666667,0.75,8,1,0.5,TRUE
17,27,0,17,98,0,0.6,0.458333,31.333333,1,0.6667,TRUE
0,5,0,0,17,0,0,0,12,0,0,TRUE
14,15,0,14,59,0,0.875,0.625,28.5,4,2,TRUE
42,61,0,42,352,0.2,0.666667,0.357143,68.4,14,4.8,TRUE
