@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,0,14,0,1,2,129,1,5,FALSE
4,0,1,0,1,3,37,0,2,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,9,1,8,2,2,0,1,FALSE
0,0,5,0,1,9,213,0,1,FALSE
1,0,5,0,1,4,68,0,1,FALSE
1,0,3,0,1,2,12,0,1,FALSE
1,0,116,153,116,18,18,0,1,FALSE
1,2,9,9,4,10,86,0,3,FALSE
1,0,4,43,1,10,124,0,3,FALSE
3,0,4,3,1,2,16,1,1,FALSE
1,0,1,0,1,8,190,0,4,FALSE
2,0,1,3,0,3,12,2,1,FALSE
1,0,22,247,11,23,118,0,1,FALSE
1,0,0,0,0,0,12,0,0,FALSE
5,0,2,0,1,1,7,0,0,FALSE
1,0,3,0,1,3,31,0,1,FALSE
0,0,5,3,2,3,65,0,4,FALSE
1,0,3,15,3,6,6,0,1,FALSE
1,0,43,0,43,1,1,0,1,FALSE
1,0,20,153,12,18,18,0,1,FALSE
4,0,8,10,3,5,28,1,1,FALSE
1,0,3,1,3,2,7,0,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,6,2,0,4,44,0,2,FALSE
1,0,0,0,0,0,0,0,0,FALSE
3,0,16,43,2,8,93,1,1,FALSE
1,0,1,0,1,1,1,0,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,0,9,576,1,37,758,0,7,FALSE
3,0,10,7,3,3,85,0,2,FALSE
1,0,4,3,0,3,18,0,1,FALSE
1,0,5,0,1,4,85,0,1,FALSE
3,0,4,111,0,16,200,2,5,FALSE
3,1,6,0,2,6,46,1,1,FALSE
1,0,16,33,3,5,302,0,5,FALSE
1,0,1,0,1,0,0,0,0,FALSE
1,0,5,33,3,14,210,0,3,FALSE
2,0,11,26,2,3,164,0,1,FALSE
1,0,4,3,4,2,201,0,9,FALSE
1,0,25,85,4,11,461,0,6,FALSE
2,0,12,5,2,3,70,1,1,FALSE
2,0,11,9,7,5,48,0,1,FALSE
0,2,16,9,2,2,161,0,1,FALSE
1,0,4,0,2,1,1,0,1,FALSE
3,0,10,0,1,5,203,0,1,FALSE
3,0,4,1,0,1,9,1,1,FALSE
1,0,5,3,2,3,3,0,1,FALSE
3,0,34,46,3,2,672,2,5,FALSE
3,0,32,112,6,11,213,3,5,FALSE
1,0,7,43,3,10,63,0,1,FALSE
1,0,12,1,11,2,2,0,1,FALSE
2,0,7,26,0,1,415,1,8,FALSE
1,0,10,73,0,10,192,0,2,FALSE
2,0,4,7,0,4,71,1,2,FALSE
5,0,4,0,2,2,25,0,1,FALSE
1,0,5,33,0,5,235,0,4,FALSE
1,1,31,14,5,6,207,0,1,FALSE
1,0,6,1,0,2,23,0,1,FALSE
2,0,3,0,3,7,66,0,2,FALSE
4,0,20,0,1,1,202,1,1,FALSE
4,0,1,0,1,3,37,0,2,FALSE
3,0,18,1,1,2,136,0,1,FALSE
1,0,1,0,1,8,190,0,4,FALSE
1,0,6,1,0,2,23,0,1,FALSE
1,0,2,1,1,2,54,0,6,FALSE
2,0,12,0,1,3,304,1,2,FALSE
1,0,24,22,21,6,176,0,1,FALSE
1,0,0,1,0,2,2,0,1,FALSE
1,0,14,23,1,7,413,0,15,FALSE
3,0,9,3,2,3,43,0,1,FALSE
2,0,1,0,0,1,6,0,0,FALSE
3,0,4,0,1,3,28,1,1,FALSE
2,0,1,3,0,3,12,2,1,TRUE
1,0,8,0,2,8,149,0,3,TRUE
2,0,2,1,1,2,10,0,0,TRUE
1,0,12,230,0,22,318,0,3,TRUE
1,0,3,2,1,1,226,0,6,TRUE
1,0,4,10,1,4,56,0,1,TRUE
1,20,41,327,29,20,278,1,5,TRUE
3,0,9,26,1,9,214,1,8,TRUE
1,0,5,1,1,5,160,0,14,TRUE
1,0,10,171,8,12,720,0,11,TRUE
1,0,8,74,3,12,154,0,3,TRUE
1,2,6,15,2,5,50,0,2,TRUE
1,0,8,10,5,5,5,0,1,TRUE
2,17,27,17,18,7,90,1,2,TRUE
2,0,14,54,1,4,223,1,3,TRUE
2,0,7,1,0,2,48,1,4,TRUE
1,0,26,136,14,16,275,0,4,TRUE
3,0,9,15,3,6,42,3,1,TRUE
4,0,12,52,4,12,115,3,2,TRUE
