@relation poiA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z111.1111111

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute Faultiness {TRUE,FALSE}

@data
10,15,45,10,1.111111,59,0.333333,0.32,0,4.6,TRUE
26,78,65,19,0.75,984,0.6,0.147929,0,36.076923,TRUE
2,8,1,2,2,28,0,0.5,0,13,TRUE
13,35,60,8,0.333333,618,0.666667,0.212963,0,46.307692,TRUE
8,37,0,6,0.357143,278,1,0.375,1,33.5,TRUE
2,8,1,2,2,28,0,0.5,0,13,TRUE
10,15,45,10,1.111111,59,0.333333,0.32,0,4.6,TRUE
10,15,45,10,1.111111,59,0.333333,0.32,0,4.6,TRUE
13,35,60,8,0.333333,618,0.666667,0.212963,0,46.307692,TRUE
8,12,8,7,0.821429,129,0.083333,0.642857,0,13.625,TRUE
38,56,511,35,0.938063,603,0.625,0.239382,6,14.236842,TRUE
25,51,228,20,0.770833,419,0.833333,0.251429,6,15.52,TRUE
8,37,0,6,0.357143,278,1,0.375,1,33.5,TRUE
17,48,44,13,0.75,298,1,0.3875,6,16.352941,TRUE
2,8,1,2,2,28,0,0.5,0,13,TRUE
59,187,1269,24,0.892573,2395,1,0.187192,0,39.372881,TRUE
16,27,120,16,2,105,0,0.53125,0,5.5625,TRUE
13,35,60,8,0.333333,618,0.666667,0.212963,0,46.307692,TRUE
9,9,36,9,2,9,0,0.555556,0,0,TRUE
11,22,43,9,0.85,117,0.5,0.522727,6,9.454545,TRUE
25,51,228,20,0.770833,419,0.833333,0.251429,6,15.52,TRUE
8,37,0,6,0.357143,278,1,0.375,1,33.5,TRUE
9,9,36,9,2,9,0,0.555556,0,0,TRUE
38,56,511,35,0.938063,603,0.625,0.239382,6,14.236842,TRUE
4,6,6,1,2,15,0,0.666667,0,2.75,FALSE
18,30,107,16,0.794118,259,0.833333,0.458333,6,13.055556,FALSE
75,200,281,63,0.923142,1168,0.4375,0.141892,0,14.36,FALSE
10,18,45,8,1.111111,79,0,0.525,6,6.8,FALSE
18,40,103,16,0.848739,327,0,0.472222,6,16.777778,FALSE
18,40,103,16,0.848739,327,0,0.472222,6,16.777778,FALSE
12,18,54,8,0.924242,222,1,0.3125,2,17,FALSE
2,5,0,2,0,42,0,0.833333,0,19,FALSE
16,28,72,14,0.933333,254,0.333333,0.46875,6,14.3125,FALSE
2,5,0,2,0,42,0,0.833333,0,19,FALSE
11,21,9,11,0.25,92,1,0.454545,0,7.181818,FALSE
15,31,43,15,0.833333,229,0.666667,0.333333,5,13.866667,FALSE
22,51,89,22,0.721088,417,0.857143,0.233766,2,17.636364,FALSE
18,40,103,16,0.848739,327,0,0.472222,6,16.777778,FALSE
11,21,9,11,0.25,92,1,0.454545,0,7.181818,FALSE
1,1,0,1,2,1,0,1,0,0,FALSE
18,30,107,16,0.794118,259,0.833333,0.458333,6,13.055556,FALSE
11,24,53,6,1.033333,241,1,0.157143,0,20.636364,FALSE
18,40,103,16,0.848739,327,0,0.472222,6,16.777778,FALSE
1,1,0,1,2,1,0,1,0,0,FALSE
2,5,0,2,0,42,0,0.833333,0,19,FALSE
10,20,0,10,0,53,1,0.55,2,4.2,FALSE
0,0,0,0,2,4,0,0,0,0,FALSE
18,30,107,16,0.794118,259,0.833333,0.458333,6,13.055556,FALSE
