@relation poiA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z111.1111111

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute Faultiness {TRUE,FALSE}

@data
17,27,112,15,0.8125,208,0.8,0.470588,6,10.941176,TRUE
7,7,21,7,2,7,0,0.4,0,0,TRUE
7,7,21,7,2,7,0,0.4,0,0,TRUE
12,24,46,10,1,145,0.166667,0.5,6,10.583333,TRUE
22,56,197,16,0.813853,378,0.545455,0.369048,0,15.681818,TRUE
12,24,46,10,1,145,0.166667,0.5,6,10.583333,TRUE
86,300,2749,48,0.914286,3446,1,0.16732,0,38.906977,TRUE
11,14,33,11,0.9,66,0.75,0.327273,2,4.636364,TRUE
24,50,244,22,0.908213,402,0.444444,0.284722,5,15.375,TRUE
29,53,100,28,0.75,556,0.888889,0.221675,2,17.862069,TRUE
24,50,244,22,0.908213,402,0.444444,0.284722,5,15.375,TRUE
29,53,100,28,0.75,556,0.888889,0.221675,2,17.862069,TRUE
22,56,197,16,0.813853,378,0.545455,0.369048,0,15.681818,TRUE
11,22,43,9,0.85,117,0.5,0.522727,6,9.454545,TRUE
8,20,0,3,0.369048,441,1,0.416667,0,52.625,TRUE
17,27,112,15,0.8125,208,0.8,0.470588,6,10.941176,TRUE
3,10,0,3,0.25,78,1,0.666667,0,24.333333,TRUE
22,56,197,16,0.813853,378,0.545455,0.369048,0,15.681818,TRUE
9,13,36,9,1.125,62,0,0.333333,0,5.666667,TRUE
17,27,112,15,0.8125,208,0.8,0.470588,6,10.941176,TRUE
8,20,0,3,0.369048,441,1,0.416667,0,52.625,TRUE
7,7,21,7,2,7,0,0.4,0,0,TRUE
7,7,21,7,2,7,0,0.4,0,0,TRUE
86,300,2749,48,0.914286,3446,1,0.16732,0,38.906977,TRUE
11,21,49,9,1,109,0.2,0.522727,6,8.454545,FALSE
8,37,0,6,0.357143,278,1,0.375,1,33.5,FALSE
13,24,64,11,0.883333,143,0.6,0.5,6,9.615385,FALSE
4,12,4,4,0.666667,44,1,0.5,1,9.75,FALSE
2,2,1,2,2,2,0,0.75,0,0,FALSE
2,2,1,2,2,2,0,0.75,0,0,FALSE
13,24,64,11,0.883333,143,0.6,0.5,6,9.615385,FALSE
10,31,3,9,0.222222,183,0,0.333333,0,17.2,FALSE
13,24,64,11,0.883333,143,0.6,0.5,6,9.615385,FALSE
1,2,0,0,2,6,0,1,0,3,FALSE
2,2,1,2,2,2,0,0.75,0,0,FALSE
6,27,15,5,2,264,0,0.291667,0,43,FALSE
11,21,49,9,1,109,0.2,0.522727,6,8.454545,FALSE
8,37,0,6,0.357143,278,1,0.375,1,33.5,FALSE
10,14,19,6,0.611111,71,1,0.325,0,5.9,FALSE
10,14,19,6,0.611111,71,1,0.325,0,5.9,FALSE
11,17,9,11,0.25,85,1,0.522727,0,6.545455,FALSE
15,32,79,13,0.785714,251,0.666667,0.483333,6,15.533333,FALSE
6,27,15,5,2,264,0,0.291667,0,43,FALSE
1,2,0,0,2,6,0,1,0,3,FALSE
9,9,36,9,2,9,0,0.314815,0,0,FALSE
15,31,43,15,0.833333,229,0.666667,0.333333,5,13.866667,FALSE
13,24,64,11,0.883333,143,0.6,0.5,6,9.615385,FALSE
14,26,69,12,0.74359,188,0.666667,0.321429,6,12.214286,FALSE
