@relation luceneA-weka.filters.supervised.instance.Resample-B1.0-S1-Z106.538462

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,4,1,2,0,0,FALSE
4,8,6,0,4,0,FALSE
6,12,1,11,6,1,FALSE
1,2,0,3,0,0,FALSE
14,28,0,3,8,1,FALSE
2,3,1,1,2,0,FALSE
8,8,28,2,8,0,FALSE
7,10,21,1,7,0,FALSE
12,33,12,12,8,0.866667,FALSE
1,2,0,0,1,0,FALSE
6,18,5,0,1,0.5,FALSE
6,6,15,0,6,0,FALSE
5,20,0,5,5,1,FALSE
2,5,1,3,2,0,FALSE
5,8,8,0,3,0,FALSE
2,4,1,3,2,0,FALSE
3,9,3,3,0,0,FALSE
4,5,0,3,3,0.666667,FALSE
6,8,15,1,6,0,FALSE
3,4,3,0,3,0,FALSE
10,37,0,4,9,1,FALSE
6,8,15,1,6,0,FALSE
4,8,6,0,4,0,FALSE
11,25,0,3,6,1,FALSE
5,20,0,5,5,1,FALSE
13,23,58,11,11,0.578947,FALSE
9,31,0,9,7,1,FALSE
5,20,0,5,5,1,FALSE
2,5,1,0,1,0,FALSE
22,38,153,4,7,0.114286,FALSE
4,18,0,0,3,0.5,FALSE
3,4,0,1,2,0.333333,FALSE
2,4,1,2,0,0,FALSE
5,7,6,3,4,1,FALSE
2,4,1,3,2,0,FALSE
13,39,72,7,12,1,FALSE
15,43,0,7,11,1,FALSE
5,7,6,3,4,1,FALSE
9,14,8,2,6,1,FALSE
9,14,8,2,6,1,FALSE
14,29,53,4,6,1,FALSE
4,18,0,0,3,0.5,FALSE
6,15,0,3,6,1,FALSE
2,5,0,5,2,0,FALSE
4,8,6,0,4,0,FALSE
9,32,0,9,7,1,FALSE
1,2,0,0,1,0,FALSE
6,12,1,11,6,1,FALSE
7,20,5,8,3,0,FALSE
1,1,0,0,0,0,FALSE
5,14,0,4,0,0.333333,FALSE
2,4,1,1,1,0,FALSE
2,5,1,0,0,0,FALSE
8,15,0,1,7,1,FALSE
14,25,3,1,13,0,FALSE
4,18,0,0,3,0.5,FALSE
1,2,0,0,1,0,FALSE
14,28,0,3,8,1,FALSE
2,4,0,1,1,1,FALSE
8,25,22,0,6,1,FALSE
12,33,12,12,8,0.866667,FALSE
2,5,1,0,0,0,FALSE
4,18,0,0,3,0.5,FALSE
11,102,1,20,0,1,FALSE
9,10,2,0,8,0.666667,FALSE
1,1,0,0,0,0,FALSE
2,5,1,0,0,0,FALSE
2,6,0,3,2,0,FALSE
8,19,0,3,8,1,FALSE
3,4,3,1,0,0,FALSE
2,6,0,4,2,1,FALSE
2,12,1,7,1,0,FALSE
22,38,153,4,7,0.114286,FALSE
4,14,4,3,2,0,FALSE
13,39,72,7,12,1,FALSE
7,13,0,5,6,0.5,FALSE
2,4,1,1,1,0,FALSE
2,2,1,1,2,0,FALSE
5,5,10,0,5,0,FALSE
3,4,3,1,3,0,FALSE
