@relation luceneA-weka.filters.supervised.instance.Resample-B1.0-S1-Z106.538462

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
4,8,6,0,4,0,FALSE
3,4,3,1,0,0,FALSE
5,7,6,3,4,1,FALSE
14,24,69,13,12,0.571429,FALSE
3,4,3,0,3,0,FALSE
1,2,0,3,0,0,FALSE
7,16,0,3,6,1,FALSE
3,4,3,0,3,0,FALSE
5,6,10,4,2,0,FALSE
15,41,25,5,7,0.846154,FALSE
4,5,0,3,3,0.666667,FALSE
13,30,0,6,11,1,FALSE
2,4,1,3,2,0,FALSE
11,21,1,4,9,1,FALSE
2,9,1,6,0,0,FALSE
5,21,0,3,0,0,FALSE
2,4,1,1,1,0,FALSE
6,6,15,0,6,0,FALSE
12,37,0,5,9,1,FALSE
2,3,1,1,2,0,FALSE
6,33,3,16,6,1,FALSE
5,10,0,2,4,1,FALSE
5,18,0,1,5,0,FALSE
3,7,3,5,2,0,FALSE
13,31,0,14,13,1,FALSE
7,13,15,3,7,1,FALSE
9,14,8,2,6,1,FALSE
2,10,1,5,2,1,FALSE
8,8,28,2,8,0,FALSE
2,9,1,1,2,0,FALSE
3,9,3,3,0,0,FALSE
2,5,1,0,0,0,FALSE
10,24,0,5,10,1,FALSE
2,2,1,2,2,0,FALSE
9,14,8,2,6,1,FALSE
6,19,15,0,4,0,FALSE
3,4,3,0,3,0,FALSE
1,2,0,1,0,0,FALSE
5,10,0,2,4,1,FALSE
1,1,0,2,1,0,FALSE
8,15,0,2,0,1,FALSE
5,18,0,1,4,0.4,FALSE
9,14,8,2,6,1,FALSE
5,12,0,1,5,0.5,FALSE
6,12,1,11,6,1,FALSE
6,33,3,16,6,1,FALSE
3,4,0,1,2,0.333333,FALSE
2,4,1,2,0,0,FALSE
4,18,0,0,3,0.5,FALSE
2,4,1,1,1,0,FALSE
10,37,0,4,9,1,FALSE
2,4,1,1,1,0,FALSE
27,43,13,0,13,1,FALSE
17,33,42,1,10,0.625,FALSE
1,1,0,1,1,0,FALSE
3,4,3,2,1,0,FALSE
4,14,4,3,2,0,FALSE
11,20,15,4,9,1,FALSE
8,19,0,3,8,1,FALSE
9,14,8,2,6,1,FALSE
10,37,0,4,9,1,FALSE
6,18,5,0,1,0.5,FALSE
3,9,3,3,0,0,FALSE
5,10,0,2,4,1,FALSE
2,4,1,2,0,0,FALSE
2,3,1,2,2,0,FALSE
5,7,6,3,4,1,FALSE
3,7,3,5,2,0,FALSE
5,6,10,4,2,0,FALSE
5,7,6,3,4,1,FALSE
5,14,0,4,0,0.333333,FALSE
2,4,1,1,1,0,FALSE
6,15,0,3,6,1,FALSE
2,4,0,1,1,1,FALSE
3,9,3,3,0,0,FALSE
7,46,0,12,7,1,FALSE
9,11,34,3,7,1,FALSE
5,6,10,4,2,0,FALSE
2,4,1,1,1,0,FALSE
7,32,1,1,6,1,FALSE
1,1,0,2,1,0,FALSE
6,12,1,11,6,1,FALSE
10,37,0,4,9,1,FALSE
1,1,0,0,0,0,FALSE
5,6,0,0,0,0,FALSE
1,2,0,0,1,0,FALSE
3,6,0,3,3,0,FALSE
6,19,15,0,4,0,FALSE
7,13,0,5,6,0.5,FALSE
5,12,0,1,0,0,FALSE
1,2,0,0,1,0,FALSE
1,2,0,0,1,0,FALSE
7,14,0,1,7,1,FALSE
6,28,0,8,6,1,FALSE
9,31,0,9,7,1,FALSE
6,14,0,1,5,0,FALSE
11,42,0,6,10,1,FALSE
2,4,1,3,2,0,FALSE
8,8,28,2,8,0,FALSE
12,47,0,8,12,1,FALSE
14,28,0,3,8,1,FALSE
5,15,0,2,5,1,FALSE
2,6,0,4,2,1,FALSE
9,10,36,6,8,0,FALSE
6,20,5,4,5,0,FALSE
4,12,4,7,3,1,FALSE
3,4,0,1,2,0.333333,FALSE
12,33,12,12,8,0.866667,FALSE
2,5,1,0,0,0,FALSE
11,21,1,4,9,1,FALSE
3,7,3,5,2,0,FALSE
6,19,15,0,4,0,FALSE
9,32,0,8,9,1,FALSE
15,22,0,1,14,0.285714,FALSE
2,3,1,1,2,0,FALSE
27,43,13,0,13,1,FALSE
7,8,21,3,0,0,FALSE
13,34,0,7,6,1,FALSE
2,10,1,5,2,1,FALSE
2,5,1,0,0,0,FALSE
2,4,0,1,1,1,FALSE
3,7,3,5,2,0,FALSE
12,29,26,7,7,1,FALSE
27,43,13,0,13,1,FALSE
6,8,15,1,6,0,FALSE
9,27,0,7,9,1,FALSE
5,15,0,2,5,1,FALSE
5,6,10,1,4,0,FALSE
3,4,3,1,3,0,FALSE
5,6,10,1,4,0,FALSE
2,4,1,1,1,0,FALSE
12,33,12,12,8,0.866667,FALSE
2,2,1,2,2,0,FALSE
9,27,0,7,9,1,FALSE
2,5,0,5,2,0,FALSE
13,34,0,7,6,1,FALSE
4,6,0,0,2,0.125,FALSE
3,7,0,1,3,0.142857,FALSE
3,4,0,1,2,0.333333,FALSE
7,20,5,8,3,0,FALSE
6,19,15,0,4,0,FALSE
2,9,1,1,2,0,FALSE
13,30,0,6,11,1,FALSE
1,2,0,0,1,0,FALSE
2,3,1,0,2,0,FALSE
3,4,0,1,2,0.333333,FALSE
1,2,0,0,1,0,FALSE
2,3,1,2,2,0,FALSE
5,5,10,0,5,0,FALSE
2,4,1,3,2,0,FALSE
10,37,0,4,9,1,FALSE
6,20,5,4,5,0,FALSE
6,18,5,0,1,0.5,FALSE
10,24,0,5,10,1,FALSE
6,18,5,0,1,0.5,FALSE
5,7,6,3,4,1,FALSE
6,6,15,4,6,0,FALSE
3,17,1,4,2,1,FALSE
4,6,6,3,3,0,FALSE
12,47,0,8,12,1,FALSE
5,12,0,1,0,0,FALSE
13,30,0,6,11,1,FALSE
12,33,34,9,5,1,FALSE
7,13,15,3,7,1,FALSE
17,33,42,1,10,0.625,FALSE
2,5,0,5,2,0,FALSE
12,13,0,0,8,1,FALSE
6,19,15,0,4,0,FALSE
12,12,66,0,12,0,FALSE
9,10,36,6,8,0,FALSE
9,10,2,0,8,0.666667,FALSE
1,2,0,0,1,0,FALSE
9,31,0,9,7,1,FALSE
2,7,1,0,2,0,FALSE
12,33,12,12,8,0.866667,FALSE
1,2,0,1,0,0,FALSE
14,29,53,4,6,1,FALSE
1,2,0,2,0,0,FALSE
2,4,1,1,1,0,FALSE
9,14,8,2,6,1,FALSE
2,2,1,1,2,0,FALSE
5,7,10,6,4,0,FALSE
13,23,58,11,11,0.578947,FALSE
17,33,42,1,10,0.625,FALSE
8,15,0,2,0,1,FALSE
10,10,45,0,10,0,FALSE
2,3,1,0,2,0,FALSE
7,15,0,8,6,0.5,FALSE
7,27,1,8,6,1,FALSE
2,9,1,1,2,0,FALSE
5,10,0,2,4,1,FALSE
6,6,15,0,6,0,FALSE
10,24,0,5,10,1,FALSE
14,24,69,13,12,0.571429,FALSE
4,12,4,7,3,1,FALSE
3,4,3,0,3,0,FALSE
2,2,1,1,2,0,FALSE
2,12,1,7,1,0,FALSE
13,30,0,6,11,1,FALSE
9,32,0,8,9,1,FALSE
6,12,3,4,5,0,FALSE
6,8,15,1,6,0,FALSE
3,9,3,3,0,0,FALSE
15,54,41,11,10,0.533333,FALSE
3,4,3,2,1,0,FALSE
7,32,1,1,6,1,FALSE
2,4,1,3,2,0,FALSE
11,25,0,3,6,1,FALSE
3,4,3,0,3,0,FALSE
2,12,1,7,1,0,FALSE
18,39,0,3,17,0.833333,FALSE
1,2,0,0,1,0,FALSE
6,7,15,3,0,0,FALSE
3,4,3,1,0,0,FALSE
2,3,1,1,2,0,FALSE
9,11,34,3,7,1,FALSE
7,10,21,1,7,0,FALSE
6,19,15,0,4,0,FALSE
9,10,36,6,8,0,FALSE
14,25,3,1,13,0,FALSE
2,4,1,1,1,0,FALSE
7,10,21,1,7,0,FALSE
15,41,25,5,7,0.846154,FALSE
2,5,1,0,0,0,FALSE
2,3,1,2,2,0,FALSE
15,43,0,7,11,1,FALSE
2,6,0,4,2,1,FALSE
9,31,0,9,7,1,FALSE
1,2,0,0,1,0,FALSE
4,18,6,0,3,0,FALSE
15,43,0,7,11,1,FALSE
6,20,5,4,5,0,FALSE
7,46,0,12,7,1,FALSE
9,10,36,6,8,0,FALSE
8,19,0,1,8,0,FALSE
1,1,0,0,0,0,FALSE
3,6,3,4,3,0,FALSE
2,2,1,2,2,0,FALSE
4,6,6,3,3,0,FALSE
14,29,53,4,6,1,FALSE
2,12,1,7,1,0,FALSE
6,33,3,16,6,1,FALSE
7,8,21,3,0,0,FALSE
1,2,0,0,1,0,FALSE
1,2,0,0,1,0,FALSE
2,2,1,2,2,0,FALSE
6,12,3,4,5,0,FALSE
14,29,53,4,6,1,FALSE
7,13,0,5,6,0.5,FALSE
7,10,21,1,7,0,FALSE
2,6,0,4,2,1,FALSE
3,4,3,0,3,0,FALSE
2,4,1,1,1,0,FALSE
5,20,0,5,5,1,FALSE
5,18,0,1,5,0,FALSE
6,6,15,0,6,0,FALSE
1,2,0,3,0,0,FALSE
2,3,1,2,2,0,FALSE
7,46,0,12,7,1,FALSE
13,31,0,6,11,1,FALSE
5,6,0,0,0,0,FALSE
10,24,0,5,10,1,FALSE
6,18,5,0,1,0.5,FALSE
2,3,1,0,2,0,FALSE
1,2,0,1,0,0,FALSE
7,8,21,3,0,0,FALSE
7,13,0,5,6,0.5,FALSE
2,6,0,4,2,1,FALSE
22,38,153,4,7,0.114286,FALSE
6,12,3,4,5,0,FALSE
2,5,1,0,1,0,FALSE
5,6,0,0,0,0,FALSE
16,24,0,2,12,1,FALSE
3,7,3,5,2,0,FALSE
5,6,10,4,2,0,FALSE
6,8,15,1,6,0,FALSE
7,10,21,1,7,0,FALSE
9,32,0,8,9,1,TRUE
6,18,9,1,5,1,TRUE
5,8,2,2,5,1,TRUE
9,16,0,0,9,0.2,TRUE
17,35,72,7,4,1,TRUE
6,19,15,0,4,0,TRUE
7,15,0,8,6,0.5,TRUE
11,28,19,11,5,1,TRUE
10,21,0,4,6,1,TRUE
6,39,0,5,5,1,TRUE
14,32,1,17,13,0.5,TRUE
14,38,0,6,11,1,TRUE
18,44,0,4,4,0.461538,TRUE
12,13,66,3,12,0,TRUE
6,39,0,5,5,1,TRUE
15,50,0,18,13,1,TRUE
13,22,24,1,13,0.166667,TRUE
1,1,0,1,1,0,TRUE
36,52,282,4,7,0.210526,TRUE
14,38,43,7,14,1,TRUE
12,39,0,8,11,1,TRUE
2,9,1,6,0,0,TRUE
3,7,3,2,3,0,TRUE
7,22,9,6,6,0.333333,TRUE
10,24,0,5,10,1,TRUE
23,28,247,13,22,1,TRUE
7,37,0,11,7,1,TRUE
8,13,0,2,7,0.875,TRUE
15,43,0,7,11,1,TRUE
4,4,6,1,4,0,TRUE
