@relation jeditA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10

@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,0,9,1,1,2,12,0,0,1,0,0,0,FALSE
4,1,7,0,2,2,9,0,0,0.75,0,0,0,FALSE
6,1,3,6,1,1,54,0,0,0.666667,1,2,1,FALSE
2,0,9,1,1,2,12,0,0,1,0,0,0,FALSE
5,0,1,1,3,0,59,1,0,0.666667,0,0,3,FALSE
2,0,10,2,1,2,16,0,1,1,0,0,0,FALSE
6,1,1,6,1,2,28,0,0,0.625,1,1,1,FALSE
59,52,1,7,10,0.709091,284,1,2,0.277778,0,0,3,FALSE
19,1,1,11,1,2,89,0,0,0.625,1,1,1,FALSE
1,0,5,0,1,2,1,0,0,1,0,0,1,FALSE
2,0,1,0,0,2,6,0,0,1,0,0,0,FALSE
6,1,1,2,2,2,85,0,0,0.625,0,0,5,FALSE
66,3,1,4,6,0.751701,6259,0.166667,1,0.5,0,0,163,FALSE
2,0,6,2,1,2,5,0,0,1,0,0,0,FALSE
25,106,21,2,15,0.8,128,1,0,0.205357,0,0,3,FALSE
14,3,6,3,3,2,46,0,0,0.833333,0,0,1,FALSE
2,0,1,0,0,2,6,0,0,1,0,0,0,FALSE
24,26,4,5,7,0.75,182,0,2,0.333333,0,0,3,FALSE
10,3,4,7,2,2,79,0,0,0.533333,1,1,1,FALSE
2,1,5,1,2,2,2,0,0,1,0,0,1,FALSE
27,18,10,10,7,0.8125,288,0.75,0,0.277778,0,0,12,FALSE
180,6075,5,1,27,0.921126,5223,0.717391,1,0.138067,0,0,9,FALSE
5,0,2,1,3,0.111111,94,1,0,0.5,0,0,4,FALSE
17,0,3,3,5,0.65625,96,0,1,0.533333,0,0,2,FALSE
46,17,10,3,8,0.622222,296,1,0,0.35,0,0,10,FALSE
6,1,1,2,2,2,65,0,0,0.625,0,0,5,FALSE
1,0,12,0,0,2,617,0,0,0,0,0,0,FALSE
36,4,2,6,1,0.464286,247,1,2,0.5,2,4,4,FALSE
26,0,2,8,6,0.285714,153,1,0,0.40625,1,2,4,FALSE
166,1341,58,23,45,0.804386,1720,0.2,5,0.117647,0,0,34,FALSE
22,1,1,11,1,2,186,0,0,0.625,1,2,1,FALSE
1,0,13,0,0,2,617,0,0,0,0,0,0,FALSE
55,21,4,11,5,0.75,231,1,0,0.295455,3,12,2,FALSE
46,4,1,7,1,0.568182,395,1,2,0.5,2,4,6,FALSE
9,0,4,2,3,0,36,1,0,0.666667,1,1,1,FALSE
487,0,1,47,82,0.718392,23350,0.8,8,0.183375,0,0,46,FALSE
52,107,13,5,9,0.866071,648,0.8125,5,0.166667,0,0,12,FALSE
21,2,2,8,3,0.555556,174,0.333333,0,0.5,1,1,1,FALSE
5,10,7,2,5,2,5,0,0,0.6,0,0,1,FALSE
12,0,2,1,3,0.46875,273,1,0,0.6,0,0,10,FALSE
9,1,1,9,2,2,107,0,0,0.625,2,2,1,FALSE
92,28,4,11,2,0.843434,1013,0.888889,1,0.214286,0,0,9,FALSE
28,1,1,4,3,0.5,435,1,9,1,3,5,2,FALSE
18,8,0,4,5,0.375,173,1,2,0.366667,2,3,7,FALSE
104,11,2,13,3,0.914286,1460,0.333333,3,0.236364,0,0,19,FALSE
29,5,5,9,1,0.7,140,1,3,0.388889,0,0,2,FALSE
52,1,0,6,4,0.714286,341,0.285714,0,0.2,0,0,11,FALSE
22,0,1,4,0,0.125,206,1,0,0.35,1,3,11,FALSE
23,0,1,2,3,0.375,239,1,0,0.5,0,0,6,FALSE
27,1,1,3,3,0.5,238,1,1,1,2,4,3,FALSE
28,3,7,2,8,0.583333,226,1,1,0.35,0,0,5,FALSE
73,10,3,11,2,0.796875,922,0.958333,4,0.25,0,0,14,FALSE
40,6,3,4,3,0.75,214,1,0,0.3,2,5,1,FALSE
2,0,7,2,1,2,5,0,0,1,0,0,0,FALSE
13,0,8,1,3,1.222222,71,0.133333,0,0.5,1,1,1,FALSE
96,3649,0,8,84,2,696,0,0,0.056202,0,0,3,FALSE
2,0,3,2,1,2,5,0,0,1,0,0,0,FALSE
5,0,14,0,4,0.666667,28,1,0,0.5,0,0,1,FALSE
2,1,3,2,2,2,2,0,0,1,0,0,1,FALSE
3,1,2,0,0,1,16,0,0,0.75,0,0,0,FALSE
50,25,3,6,1,0.716667,333,1,0,0.5,3,5,6,FALSE
2,1,3,2,2,2,2,0,0,1,0,0,1,FALSE
9,15,4,3,6,2,34,0,0,0.555556,0,0,2,FALSE
4,6,6,0,4,2,4,0,0,1,0,0,1,FALSE
8,4,1,3,0,0.666667,55,1,0,0.375,1,2,6,FALSE
26,15,10,8,7,0.555556,163,0,3,0.266667,0,0,3,FALSE
12,0,1,3,3,0.6,343,1,0,0.466667,0,0,11,FALSE
35,0,2,3,3,0.714286,406,1,0,0.5,3,5,5,FALSE
68,42,2,10,1,0.796296,512,1,5,0.5,3,5,9,FALSE
54,5,3,7,2,0.72,377,1,0,0.305556,0,0,13,FALSE
6,1,1,6,1,2,36,0,0,0.625,1,1,1,FALSE
17,2,1,1,6,0.678571,236,1,0,1,0,0,5,FALSE
21,0,1,3,0,0.541667,299,1,1,0.333333,1,3,16,FALSE
16,1,3,10,2,1,123,0,1,0.5,1,2,1,FALSE
37,28,1,17,1,2,271,0,0,0.363636,1,1,1,FALSE
46,33,3,5,8,0.650794,569,0.142857,0,0.166667,0,0,25,FALSE
91,206,18,6,15,0.772487,615,1,1,0.219388,3,7,13,FALSE
28,31,1,5,7,0.8,223,1,1,0.333333,1,3,8,FALSE
9,15,4,3,6,2,34,0,0,0.611111,0,0,2,FALSE
23,6,3,7,2,2,175,0,0,0.583333,1,1,1,FALSE
50,62,112,2,7,0.886275,456,0.588235,1,0.142857,0,0,7,FALSE
16,0,4,5,2,0.5,62,1,1,0.416667,0,0,2,FALSE
25,14,55,3,9,0.606061,216,0,2,0.395833,1,2,3,FALSE
2,1,3,1,2,2,2,0,0,1,0,0,1,FALSE
7,0,1,1,3,0.222222,62,1,0,0.666667,0,0,3,FALSE
4,1,7,0,2,2,9,0,0,0.75,0,0,0,FALSE
9,0,1,3,0,0.444444,80,1,0,0.357143,1,2,5,FALSE
45,15,3,13,6,2,280,0,0,0.229167,1,1,1,FALSE
36,293,11,4,26,0.925339,293,1,7,0.136364,0,0,4,TRUE
88,534,32,15,30,0.979365,725,0.277778,0,0.221978,0,0,7,TRUE
132,57,16,22,12,0.595238,828,1,6,0.210526,1,1,21,TRUE
38,28,3,5,1,0.392344,645,1,2,0.5,1,3,5,TRUE
89,228,11,24,16,0.900621,534,1,0,0.15528,0,0,6,TRUE
122,462,8,8,39,0.899522,1143,1,3,0.136752,3,18,12,TRUE
88,123,7,15,15,0.642857,783,0.714286,1,0.25,0,0,17,TRUE
27,0,1,7,3,0.616667,500,0.6,2,0.285714,0,0,5,TRUE
54,7,3,7,3,0.75,336,1,0,0.305556,0,0,12,TRUE
209,1298,118,37,42,0.948892,1532,0.482759,9,0.083102,1,1,19,TRUE
13,39,10,3,8,0.777778,33,1,1,0.25,0,0,1,TRUE
108,137,4,8,10,0.767677,767,0.909091,0,0.194737,4,8,10,TRUE
108,11,2,12,3,0.914286,1839,0.333333,3,0.236364,0,0,20,TRUE
18,54,27,3,12,0.727273,49,1,0,0.3125,0,0,1,TRUE
60,44,4,10,6,0.833333,487,0.6,0,0.180556,0,0,6,TRUE
26,0,2,5,1,0.666667,112,1,0,0.416667,0,0,1,TRUE
102,291,6,17,22,0.875,755,0.875,2,0.125874,0,0,12,TRUE
53,0,9,7,21,0.492857,1726,1,3,0.251701,0,0,31,TRUE
23,1,3,11,2,2,100,0,0,0.75,1,2,7,TRUE
19,15,1,4,6,2,93,0,0,0.5,1,3,2,TRUE
137,315,7,20,4,0.83014,1603,0.888889,5,0.233333,2,2,11,TRUE
38,62,5,8,9,0.8125,177,1,2,0.307692,3,3,2,TRUE
51,129,11,6,9,0.873016,593,0.8,5,0.140909,0,0,11,TRUE
65,46,7,9,1,0.785714,438,1,0,0.333333,2,4,9,TRUE
42,43,2,5,9,0.666667,219,1,0,0.375,1,1,4,TRUE
23,43,53,1,11,0.5,154,0,1,0.577778,1,2,3,TRUE
95,137,9,22,16,0.785714,1219,0.666667,2,0.209524,0,0,14,TRUE
75,123,1,11,8,0.888889,1106,1,5,0.233918,1,1,33,TRUE
