@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z81.08108108-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
7,32,4,2,0,FALSE
4,13,0,2,0,FALSE
4,15,1,4,0,FALSE
7,24,2,2,0,FALSE
1,1,1,1,0,FALSE
2,4,3,2,0,FALSE
5,14,1,2,0,FALSE
4,12,2,2,0,FALSE
4,24,5,2,0,FALSE
5,16,0,2,0,FALSE
6,44,7,4,0,FALSE
2,2,1,2,0,FALSE
5,11,2,4,0,FALSE
4,10,2,3,0,FALSE
12,12,4,12,0,FALSE
5,7,0,3,1,FALSE
6,21,2,5,0.2,FALSE
3,17,5,1,0,FALSE
10,42,6,6,1,FALSE
5,26,8,2,0,FALSE
4,11,0,2,0,FALSE
5,17,1,2,0,FALSE
4,12,1,4,1,FALSE
5,15,0,1,0,FALSE
4,12,0,4,0,FALSE
7,22,6,3,0,FALSE
2,3,0,2,0,FALSE
9,19,2,7,0,FALSE
3,6,3,3,0,FALSE
7,13,1,7,0,TRUE
10,19,4,9,0.666667,TRUE
14,33,9,11,0.4,TRUE
4,8,4,4,0,TRUE
17,30,7,13,1,TRUE
4,12,1,4,1,TRUE
22,95,15,8,0,TRUE
7,16,1,6,0.75,TRUE
4,25,4,3,0.5,TRUE
10,33,6,9,0.6,TRUE
1,1,1,1,0,TRUE
50,90,12,43,0.5,TRUE
6,10,2,2,0,TRUE
20,46,8,15,0.666667,TRUE
6,25,4,1,0.75,TRUE
8,22,6,8,0,TRUE
5,17,1,4,0,TRUE
18,42,8,17,0.064516,TRUE
14,43,6,10,0.153846,TRUE
4,19,1,2,0,TRUE
8,22,3,4,1,TRUE
8,39,5,2,0,TRUE
12,43,7,9,0.25,TRUE
18,55,11,12,0.47619,TRUE
9,27,4,6,0.076923,TRUE
5,6,2,5,0,TRUE
4,10,1,3,1,TRUE
3,3,0,3,0,TRUE
6,8,3,6,0,TRUE
