@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z81.08108108-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
10,37,2,7,0,FALSE
7,29,4,2,0,FALSE
5,14,0,2,0,FALSE
5,7,0,3,1,FALSE
10,13,2,9,0,FALSE
4,24,5,2,0,FALSE
4,27,7,2,0,FALSE
2,20,3,2,0,FALSE
8,30,6,2,0,FALSE
2,22,2,2,0,FALSE
6,25,3,2,0,FALSE
0,0,0,0,0,FALSE
3,8,2,2,0,FALSE
2,22,2,2,0,FALSE
4,9,1,2,0,FALSE
2,2,1,2,0,FALSE
6,15,1,5,1,FALSE
2,2,1,2,0,FALSE
3,7,1,2,0,FALSE
0,0,1,0,0,FALSE
5,18,1,5,0.5,FALSE
5,17,1,4,0,FALSE
1,1,1,1,0,FALSE
4,12,1,4,0,FALSE
8,42,7,2,0,FALSE
7,30,6,2,0,FALSE
7,26,2,2,0,FALSE
5,15,0,1,0,FALSE
1,1,0,1,0,FALSE
8,39,5,2,0,TRUE
6,24,5,6,0.8,TRUE
1,1,1,1,0,TRUE
8,22,3,4,1,TRUE
4,15,0,4,0,TRUE
13,40,4,2,0,TRUE
6,9,2,6,0,TRUE
7,30,6,2,0,TRUE
9,27,4,6,0.076923,TRUE
14,36,11,10,0,TRUE
0,0,0,0,0,TRUE
4,10,2,4,0,TRUE
5,31,7,2,0,TRUE
5,18,1,5,0.5,TRUE
2,4,0,2,0,TRUE
8,22,6,8,0,TRUE
4,10,1,3,1,TRUE
23,65,10,20,0.111111,TRUE
6,30,4,2,0,TRUE
20,40,6,13,1,TRUE
2,5,1,1,1,TRUE
14,43,6,10,0.153846,TRUE
5,17,1,2,0,TRUE
9,9,4,9,0,TRUE
9,23,3,9,1,TRUE
12,35,10,11,0.064516,TRUE
4,19,1,2,0,TRUE
18,55,11,12,0.47619,TRUE
7,35,5,2,0,TRUE
