@relation 'Keymind - BA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z173.3333333'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
0,0,0,0,-19,0,57,FALSE
0,0,0,0,-23,0,57,FALSE
0,0,0,0,-19,17,29,FALSE
2,2,0,0,22,64,53,FALSE
3,0,0,0,23,47,9,FALSE
3,2,0,0,18,80,12,FALSE
3,2,0,0,18,80,12,FALSE
0,0,0,0,-19,0,95,FALSE
2,1,0,0,19,0,4,FALSE
1,1,0,0,10,38,9,FALSE
0,0,0,0,-23,15,20,FALSE
5,1,0,0,43,0,28,FALSE
1,0,0,0,26,17,10,TRUE
1,0,37,37,22,17,10,TRUE
1,0,37,37,22,17,10,TRUE
1,0,0,0,26,17,10,TRUE
1,0,37,37,22,17,10,TRUE
1,0,0,0,26,17,10,TRUE
1,0,37,37,22,17,10,TRUE
1,0,37,37,22,17,10,TRUE
1,0,0,0,26,17,10,TRUE
1,0,0,0,26,17,10,TRUE
1,0,37,37,22,17,10,TRUE
1,0,0,0,26,17,10,TRUE
