@relation ivyA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z160.6837607

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
8,15,7,78,0.875,0.444444,FALSE
11,17,3,77,0,0.333333,FALSE
63,23,11,25,0,0.168478,FALSE
4,2,3,4,0,1,FALSE
37,20,6,20,0,0.3625,FALSE
4,4,0,20,0,0.666667,FALSE
10,27,0,198,0,0.71875,FALSE
3,7,0,17,0.98895,1,FALSE
9,11,4,46,0,0.2,FALSE
7,12,2,74,0.285714,0.290909,FALSE
4,1,0,1,0,1,FALSE
38,7,0,7,0,0.571429,FALSE
6,1,1,1,0,1,FALSE
5,24,5,140,0.880435,0.25,FALSE
1,7,0,34,0,0.555556,FALSE
31,148,31,895,0,0.190862,FALSE
5,5,3,12,0.987654,1,FALSE
16,32,4,187,0.409091,0.294643,FALSE
6,1,1,1,0,1,FALSE
5,9,4,29,0,0.5,FALSE
16,32,4,187,0.409091,0.294643,FALSE
4,7,3,31,0,0.4375,FALSE
17,13,3,13,0,0.487179,FALSE
17,61,0,380,0.92029,0.207692,FALSE
6,7,3,28,0,0.444444,FALSE
2,4,0,14,0,0.666667,FALSE
28,37,6,172,0,0.201923,FALSE
4,4,0,20,0,0.666667,FALSE
29,103,29,1168,0,0.285714,FALSE
9,12,3,40,0,0.428571,FALSE
10,33,4,206,0.45,0.282051,FALSE
14,69,13,436,0.701149,0.296296,FALSE
9,8,2,30,0,0.466667,FALSE
11,2,1,2,0,0.75,FALSE
7,12,2,74,0.285714,0.290909,FALSE
11,12,0,45,0,0.333333,FALSE
4,18,3,98,0.714286,0.466667,FALSE
12,102,12,782,0.753086,0.178571,FALSE
8,28,8,101,0.956044,0.7,FALSE
17,91,17,620,0.628866,0.412162,FALSE
6,10,2,63,0,0.333333,FALSE
7,10,5,38,0.857143,0.466667,FALSE
7,23,0,148,0,0.4,FALSE
4,16,2,79,0,0.466667,FALSE
14,35,4,204,0.388889,0.282051,FALSE
11,2,1,2,0,0.75,FALSE
16,43,14,143,0,0.181818,FALSE
6,5,3,12,0.994118,1,FALSE
10,4,1,20,0,0.555556,FALSE
6,1,1,1,0,1,FALSE
2,59,1,682,0,0.4375,FALSE
11,12,0,45,0,0.333333,FALSE
15,15,3,57,0,0.272727,FALSE
2,4,0,14,0,0.666667,FALSE
3,6,2,48,0.833333,0.666667,FALSE
4,5,1,17,0,0.666667,FALSE
28,37,6,172,0,0.201923,FALSE
3,25,0,67,0.91791,0.472222,FALSE
63,23,11,25,0,0.168478,FALSE
5,2,4,9,1,1,FALSE
5,17,1,121,0,0.34375,FALSE
17,137,0,1589,0.277778,0.205451,FALSE
15,15,3,57,0,0.272727,FALSE
13,30,10,149,0,0.5,FALSE
12,102,12,782,0.753086,0.178571,FALSE
22,2,0,2,0,0.75,FALSE
3,5,3,12,0.987654,1,FALSE
2,8,2,24,0,0.5,FALSE
7,23,0,148,0,0.4,FALSE
7,23,7,121,0.847222,0.708333,FALSE
2,6,0,21,0,0.5,FALSE
14,103,14,642,0.592233,0.372093,FALSE
2,17,2,103,0,0.466667,FALSE
5,2,4,9,1,1,FALSE
11,28,8,127,0.125,0.25,FALSE
7,22,7,141,0.924242,0.666667,FALSE
8,7,3,28,0,0.444444,FALSE
6,22,5,89,0,0.55,FALSE
8,18,4,114,0.272727,0.444444,FALSE
6,10,5,27,0.5,0.5,FALSE
41,17,0,148,0,0.407407,FALSE
6,9,5,41,0.875,0.466667,FALSE
3,34,3,191,0.835616,0.487179,FALSE
5,9,0,34,0,0.5,FALSE
