@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z5.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z163.636364

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
7,37,4,7,7,0.714286,277,0,0.46875,32.875,FALSE
3,18,0,3,6,0.64,128,0,0.555556,19.5,FALSE
9,9,3,4,2,2,23,0,0.666667,6.666667,FALSE
8,22,3,7,2,1,152,0,0.5,48.666667,FALSE
7,81,40,3,10,0.821429,1159,8,0.25,65.941176,FALSE
7,81,40,3,10,0.821429,1159,8,0.25,65.941176,FALSE
9,25,1,2,3,0,277,1,0.666667,91,FALSE
7,37,4,7,7,0.714286,277,0,0.46875,32.875,FALSE
7,19,3,6,2,1,93,0,0.5,29.666667,FALSE
3,10,0,3,3,0,32,0,0.666667,9.333333,FALSE
7,14,3,2,3,2,52,0,0.555556,16.333333,FALSE
10,47,73,8,12,0.865079,452,1,0.225,28.533333,FALSE
59,7,0,1,5,0,33,1,0.45,5.4,FALSE
7,14,3,2,3,2,52,0,0.555556,16.333333,FALSE
12,38,4,10,6,0.52381,243,1,0.35,29,FALSE
10,60,145,9,26,0.648352,401,4,0.314815,13.592593,FALSE
7,21,0,7,7,0.625,144,0,0.342857,19,FALSE
16,21,23,2,5,0.666667,149,1,0.228571,13.7,FALSE
6,21,28,3,6,1,70,0,0.175,7.625,FALSE
7,19,3,6,2,1,93,0,0.5,29.666667,FALSE
7,81,40,3,10,0.821429,1159,8,0.25,65.941176,FALSE
7,81,40,3,10,0.821429,1159,8,0.25,65.941176,FALSE
7,14,3,2,3,2,52,0,0.555556,16.333333,FALSE
11,24,1,4,3,0,264,2,0.666667,86.333333,FALSE
3,30,0,3,5,0.6,1262,0,0.555556,208.666667,FALSE
3,18,0,3,6,0.64,128,0,0.555556,19.5,FALSE
7,21,0,7,7,0.625,144,0,0.342857,19,FALSE
3,18,0,3,6,0.64,128,0,0.555556,19.5,FALSE
10,69,15,10,2,0.5,453,0,0.367347,63.571429,FALSE
59,7,0,1,5,0,33,1,0.45,5.4,FALSE
21,94,461,11,33,0.786842,559,6,0.153846,13.076923,FALSE
8,22,3,7,2,1,152,0,0.5,48.666667,FALSE
1,3,3,0,3,1.5,4,0,0.666667,0,FALSE
3,18,0,3,6,0.64,128,0,0.555556,19.5,FALSE
16,21,23,2,5,0.666667,149,1,0.228571,13.7,FALSE
